P1_WINS,MINUTES,T_NAME,SURFACE,P1_NAME,P2_NAME,P1_RANK,P2_RANK,T_DATE,P1_AGE,P2_AGE
0,95.0,Monte Carlo Masters,Clay,Juan Carlos Ferrero,Rafael Nadal,16,3,2010-04-11,30,23
0,92.0,Monte Carlo Masters,Clay,Novak Djokovic,Fernando Verdasco,2,12,2010-04-11,22,26
0,75.0,Monte Carlo Masters,Clay,David Ferrer,Rafael Nadal,17,3,2010-04-11,28,23
0,86.0,Monte Carlo Masters,Clay,Fernando Verdasco,Rafael Nadal,12,3,2010-04-11,26,23
1,120.0,Barcelona,Clay,Guillermo Garcia Lopez,Christophe Rochus,42,122,2010-04-19,26,31
0,67.0,Barcelona,Clay,Andreas Beck,Victor Hanescu,81,39,2010-04-19,24,28
0,88.0,Barcelona,Clay,Jarkko Nieminen,Thomaz Bellucci,64,33,2010-04-19,28,22
0,103.0,Barcelona,Clay,Mikhail Kukushkin,Alberto Martin,121,137,2010-04-19,22,31
0,89.0,Barcelona,Clay,Lukasz Kubot,Marcel Granollers,41,93,2010-04-19,27,24
0,81.0,Barcelona,Clay,Michael Russell,Albert Ramos,72,161,2010-04-19,31,22
0,108.0,Barcelona,Clay,Peter Luczak,Ernests Gulbis,73,44,2010-04-19,30,21
1,82.0,Barcelona,Clay,Jeremy Chardy,Albert Montanes,46,29,2010-04-19,23,29
0,76.0,Barcelona,Clay,Nicolas Lapentti,Jurgen Melzer,118,27,2010-04-19,33,28
1,157.0,Barcelona,Clay,Oscar Hernandez,Illya Marchenko,100,79,2010-04-19,32,22
0,102.0,Barcelona,Clay,Igor Andreev,Richard Gasquet,48,78,2010-04-19,26,23
1,116.0,Barcelona,Clay,Sergiy Stakhovsky,Mischa Zverev,68,91,2010-04-19,24,22
0,44.0,Barcelona,Clay,Alejandro Falla,Thiemo De Bakker,58,67,2010-04-19,26,21
1,123.0,Barcelona,Clay,Daniel Gimeno Traver,Juan Monaco,92,24,2010-04-19,24,26
0,60.0,Barcelona,Clay,Santiago Ventura,Nicolas Almagro,129,34,2010-04-19,30,24
0,86.0,Barcelona,Clay,Pere Riba,Simon Greul,98,60,2010-04-19,22,29
1,87.0,Barcelona,Clay,Jan Hajek,Potito Starace,86,61,2010-04-19,26,28
1,105.0,Barcelona,Clay,Pablo Cuevas,Horacio Zeballos,54,50,2010-04-19,24,24
1,64.0,Barcelona,Clay,Eduardo Schwank,Fabio Fognini,59,74,2010-04-19,23,22
0,118.0,Barcelona,Clay,Marsel Ilhan,Lleyton Hewitt,123,32,2010-04-19,22,29
0,128.0,Barcelona,Clay,Stephane Robert,Denis Istomin,65,84,2010-04-19,29,23
1,78.0,Barcelona,Clay,Juan Ignacio Chela,Filip Krajinovic,53,328,2010-04-19,30,18
1,148.0,Barcelona,Clay,Guillermo Garcia Lopez,Teymuraz Gabashvili,42,113,2010-04-19,26,24
1,122.0,Barcelona,Clay,Thomaz Bellucci,Victor Hanescu,33,39,2010-04-19,22,28
1,107.0,Barcelona,Clay,Simone Bolelli,Alberto Martin,143,137,2010-04-19,24,31
1,107.0,Barcelona,Clay,David Ferrer,Marcel Granollers,17,93,2010-04-19,28,24
0,135.0,Barcelona,Clay,Fernando Gonzalez,Albert Ramos,12,161,2010-04-19,29,22
1,78.0,Barcelona,Clay,Ernests Gulbis,Jeremy Chardy,44,46,2010-04-19,21,23
0,168.0,Barcelona,Clay,Oscar Hernandez,Jurgen Melzer,100,27,2010-04-19,32,28
1,80.0,Barcelona,Clay,Fernando Verdasco,Richard Gasquet,9,78,2010-04-19,26,23
1,86.0,Barcelona,Clay,Thiemo De Bakker,Daniel Gimeno Traver,67,92,2010-04-19,21,24
1,65.0,Barcelona,Clay,Nicolas Almagro,Simon Greul,34,60,2010-04-19,24,29
0,65.0,Barcelona,Clay,Jan Hajek,Jo-Wilfried Tsonga,86,10,2010-04-19,26,25
1,73.0,Barcelona,Clay,Ivan Navarro,Pablo Cuevas,112,54,2010-04-19,28,24
0,104.0,Barcelona,Clay,Lleyton Hewitt,Eduardo Schwank,32,59,2010-04-19,29,23
1,104.0,Barcelona,Clay,Feliciano Lopez,Denis Istomin,35,84,2010-04-19,28,23
1,90.0,Barcelona,Clay,Robin Soderling,Juan Ignacio Chela,8,53,2010-04-19,25,30
0,107.0,Barcelona,Clay,Guillermo Garcia Lopez,Thomaz Bellucci,42,33,2010-04-19,26,22
1,62.0,Barcelona,Clay,Ernests Gulbis,Albert Ramos,44,161,2010-04-19,21,22
1,133.0,Barcelona,Clay,Fernando Verdasco,Jurgen Melzer,9,27,2010-04-19,26,28
0,154.0,Barcelona,Clay,Juan Carlos Ferrero,Thiemo De Bakker,16,67,2010-04-19,30,21
1,123.0,Barcelona,Clay,Jo-Wilfried Tsonga,Nicolas Almagro,10,34,2010-04-19,25,24
0,132.0,Barcelona,Clay,Ivan Navarro,Eduardo Schwank,112,59,2010-04-19,28,23
1,58.0,Barcelona,Clay,Robin Soderling,Feliciano Lopez,8,35,2010-04-19,25,28
1,93.0,Barcelona,Clay,David Ferrer,Thomaz Bellucci,17,33,2010-04-19,28,22
0,117.0,Barcelona,Clay,Ernests Gulbis,Fernando Verdasco,44,9,2010-04-19,21,26
1,126.0,Barcelona,Clay,Thiemo De Bakker,Jo-Wilfried Tsonga,67,10,2010-04-19,21,25
1,68.0,Barcelona,Clay,Robin Soderling,Eduardo Schwank,8,59,2010-04-19,25,23
1,156.0,Barcelona,Clay,Fernando Verdasco,David Ferrer,9,17,2010-04-19,26,28
1,76.0,Barcelona,Clay,Robin Soderling,Thiemo De Bakker,8,67,2010-04-19,25,21
0,124.0,Barcelona,Clay,Robin Soderling,Fernando Verdasco,8,9,2010-04-19,25,26
1,70.0,Rome Masters,Clay,Ernests Gulbis,Marcos Baghdatis,40,33,2010-04-25,21,24
1,145.0,Rome Masters,Clay,Filippo Volandri,Peter Luczak,152,72,2010-04-25,28,30
1,165.0,Rome Masters,Clay,Julien Benneteau,Sam Querrey,36,23,2010-04-25,28,22
0,159.0,Rome Masters,Clay,Paul Henri Mathieu,Ivan Ljubicic,51,15,2010-04-25,28,31
1,146.0,Rome Masters,Clay,Nicolas Almagro,Lukasz Kubot,34,43,2010-04-25,24,27
0,73.0,Rome Masters,Clay,Benjamin Becker,Feliciano Lopez,41,35,2010-04-25,28,28
1,148.0,Rome Masters,Clay,Philipp Kohlschreiber,Pablo Cuevas,29,56,2010-04-25,26,24
0,126.0,Rome Masters,Clay,Michael Berrer,Victor Hanescu,44,39,2010-04-25,29,28
1,138.0,Rome Masters,Clay,Juan Monaco,Igor Andreev,24,52,2010-04-25,26,26
0,78.0,Rome Masters,Clay,Marcel Granollers,Tomas Berdych,98,14,2010-04-25,24,24
1,57.0,Rome Masters,Clay,Stan Wawrinka,Jurgen Melzer,26,27,2010-04-25,25,28
1,132.0,Rome Masters,Clay,Paolo Lorenzi,Albert Montanes,96,31,2010-04-25,28,29
0,118.0,Rome Masters,Clay,Andreas Beck,Michael Llodra,83,59,2010-04-25,24,29
1,58.0,Rome Masters,Clay,Santiago Giraldo,Juan Carlos Ferrero,76,16,2010-04-25,22,30
1,70.0,Rome Masters,Clay,David Ferrer,Evgeny Korolev,17,70,2010-04-25,28,22
0,69.0,Rome Masters,Clay,Jan Hajek,Potito Starace,86,69,2010-04-25,26,28
1,70.0,Rome Masters,Clay,Andreas Seppi,Fabio Fognini,47,74,2010-04-25,26,22
0,91.0,Rome Masters,Clay,Simon Greul,Simone Bolelli,61,124,2010-04-25,29,24
1,63.0,Rome Masters,Clay,Guillermo Garcia Lopez,Juan Ignacio Chela,42,55,2010-04-25,26,30
0,149.0,Rome Masters,Clay,Mikhail Youzhny,Lleyton Hewitt,13,32,2010-04-25,27,29
1,156.0,Rome Masters,Clay,John Isner,Horacio Zeballos,22,49,2010-04-25,24,24
1,127.0,Rome Masters,Clay,Thomaz Bellucci,Leonardo Mayer,28,63,2010-04-25,22,22
1,96.0,Rome Masters,Clay,Jeremy Chardy,Janko Tipsarevic,46,38,2010-04-25,23,25
1,123.0,Rome Masters,Clay,Ernests Gulbis,Roger Federer,40,1,2010-04-25,21,28
0,65.0,Rome Masters,Clay,Julien Benneteau,Filippo Volandri,36,152,2010-04-25,28,28
0,126.0,Rome Masters,Clay,Nicolas Almagro,Ivan Ljubicic,34,15,2010-04-25,24,31
0,145.0,Rome Masters,Clay,Marin Cilic,Feliciano Lopez,11,35,2010-04-25,21,28
0,70.0,Rome Masters,Clay,Philipp Kohlschreiber,Rafael Nadal,29,3,2010-04-25,26,23
0,96.0,Rome Masters,Clay,Juan Monaco,Victor Hanescu,24,39,2010-04-25,26,28
1,184.0,Rome Masters,Clay,Stan Wawrinka,Tomas Berdych,26,14,2010-04-25,25,24
1,74.0,Rome Masters,Clay,Robin Soderling,Paolo Lorenzi,7,96,2010-04-25,25,28
0,81.0,Rome Masters,Clay,Viktor Troicki,Jo-Wilfried Tsonga,37,10,2010-04-25,24,25
0,65.0,Rome Masters,Clay,Michael Llodra,Santiago Giraldo,59,76,2010-04-25,29,22
0,87.0,Rome Masters,Clay,Potito Starace,David Ferrer,69,17,2010-04-25,28,28
1,81.0,Rome Masters,Clay,Andy Murray,Andreas Seppi,5,47,2010-04-25,22,26
0,108.0,Rome Masters,Clay,Simone Bolelli,Fernando Verdasco,124,9,2010-04-25,24,26
0,76.0,Rome Masters,Clay,Lleyton Hewitt,Guillermo Garcia Lopez,32,42,2010-04-25,29,26
0,120.0,Rome Masters,Clay,John Isner,Thomaz Bellucci,22,28,2010-04-25,24,22
0,60.0,Rome Masters,Clay,Jeremy Chardy,Novak Djokovic,46,2,2010-04-25,23,22
0,163.0,Rome Masters,Clay,Filippo Volandri,Ernests Gulbis,152,40,2010-04-25,28,21
1,83.0,Rome Masters,Clay,Rafael Nadal,Victor Hanescu,3,39,2010-04-25,23,28
1,78.0,Rome Masters,Clay,Stan Wawrinka,Robin Soderling,26,7,2010-04-25,25,25
0,88.0,Rome Masters,Clay,Santiago Giraldo,Jo-Wilfried Tsonga,76,10,2010-04-25,22,25
0,96.0,Rome Masters,Clay,Andy Murray,David Ferrer,5,17,2010-04-25,22,28
0,122.0,Rome Masters,Clay,Guillermo Garcia Lopez,Fernando Verdasco,42,9,2010-04-25,26,26
1,87.0,Rome Masters,Clay,Novak Djokovic,Thomaz Bellucci,2,28,2010-04-25,22,22
1,97.0,Rome Masters,Clay,Ernests Gulbis,Feliciano Lopez,40,35,2010-04-25,21,28
0,91.0,Rome Masters,Clay,Stan Wawrinka,Rafael Nadal,26,3,2010-04-25,25,23
0,72.0,Rome Masters,Clay,Jo-Wilfried Tsonga,David Ferrer,10,17,2010-04-25,25,28
0,198.0,Rome Masters,Clay,Novak Djokovic,Fernando Verdasco,2,9,2010-04-25,22,26
1,167.0,Rome Masters,Clay,Rafael Nadal,Ernests Gulbis,3,40,2010-04-25,23,21
0,91.0,Rome Masters,Clay,Fernando Verdasco,David Ferrer,9,17,2010-04-25,26,28
0,104.0,Rome Masters,Clay,David Ferrer,Rafael Nadal,17,3,2010-04-25,28,23
0,68.0,Munich,Clay,Michael Berrer,Marin Cilic,44,11,2010-05-02,29,21
0,71.0,Munich,Clay,Nicolas Kiefer,Simon Greul,148,62,2010-05-02,32,29
1,55.0,Munich,Clay,Nicolas Almagro,Kristof Vliegen,36,147,2010-05-02,24,27
1,78.0,Munich,Clay,Philipp Kohlschreiber,Daniel Brands,28,77,2010-05-02,26,22
0,126.0,Munich,Clay,Alexandr Dolgopolov,Santiago Ventura,65,137,2010-05-02,21,30
0,52.0,Munich,Clay,Thierry Ascione,Marco Chiudinelli,165,68,2010-05-02,29,28
0,100.0,Munich,Clay,Peter Gojowczyk,Marcos Baghdatis,384,31,2010-05-02,20,24
1,110.0,Munich,Clay,Philipp Petzschner,Julien Benneteau,45,37,2010-05-02,26,28
1,132.0,Munich,Clay,Daniel Koellerer,Mario Ancic,106,422,2010-05-02,26,26
1,119.0,Munich,Clay,Pere Riba,Lukas Lacko,98,72,2010-05-02,22,22
0,44.0,Munich,Clay,Kevin Krawietz,Tomas Berdych,1057,16,2010-05-02,18,24
1,117.0,Munich,Clay,Benjamin Becker,Stephane Robert,46,66,2010-05-02,28,29
1,68.0,Munich,Clay,Jan Hajek,Alexandre Sidorenko,96,253,2010-05-02,26,22
0,114.0,Munich,Clay,Denis Istomin,Andreas Beck,81,85,2010-05-02,23,24
1,59.0,Munich,Clay,Mikhail Youzhny,Jeremy Chardy,15,43,2010-05-02,27,23
0,152.0,Munich,Clay,Simon Greul,Marin Cilic,62,11,2010-05-02,29,21
0,125.0,Munich,Clay,Kevin Anderson,Nicolas Almagro,88,36,2010-05-02,23,24
1,68.0,Munich,Clay,Philipp Kohlschreiber,Santiago Ventura,28,137,2010-05-02,26,30
1,77.0,Munich,Clay,Marcos Baghdatis,Marco Chiudinelli,31,68,2010-05-02,24,28
0,87.0,Munich,Clay,Daniel Koellerer,Philipp Petzschner,106,45,2010-05-02,26,26
0,102.0,Munich,Clay,Pere Riba,Tomas Berdych,98,16,2010-05-02,22,24
1,73.0,Munich,Clay,Jan Hajek,Benjamin Becker,96,46,2010-05-02,26,28
0,60.0,Munich,Clay,Andreas Beck,Mikhail Youzhny,85,15,2010-05-02,24,27
0,141.0,Munich,Clay,Nicolas Almagro,Marin Cilic,36,11,2010-05-02,24,21
0,84.0,Munich,Clay,Philipp Kohlschreiber,Marcos Baghdatis,28,31,2010-05-02,26,24
1,109.0,Munich,Clay,Philipp Petzschner,Tomas Berdych,45,16,2010-05-02,26,24
0,76.0,Munich,Clay,Jan Hajek,Mikhail Youzhny,96,15,2010-05-02,26,27
1,136.0,Munich,Clay,Marin Cilic,Marcos Baghdatis,11,31,2010-05-02,21,24
0,104.0,Munich,Clay,Philipp Petzschner,Mikhail Youzhny,45,15,2010-05-02,26,27
1,171.0,Munich,Clay,Mikhail Youzhny,Marin Cilic,15,11,2010-05-02,27,21
0,66.0,Belgrade,Clay,Franko Skugor,Fabio Fognini,461,80,2010-05-03,22,22
1,139.0,Belgrade,Clay,Filip Krajinovic,Evgeny Donskoy,319,352,2010-05-03,18,19
0,129.0,Belgrade,Clay,Peter Polansky,Horacio Zeballos,206,52,2010-05-03,21,25
1,55.0,Belgrade,Clay,Evgeny Korolev,Michael Russell,73,74,2010-05-03,22,32
1,85.0,Belgrade,Clay,Igor Andreev,Blaz Kavcic,50,101,2010-05-03,26,23
0,87.0,Belgrade,Clay,Dusan Lajovic,Ivo Karlovic,530,33,2010-05-03,19,31
0,67.0,Belgrade,Clay,Ivan Navarro,Viktor Troicki,107,39,2010-05-03,28,24
0,66.0,Belgrade,Clay,Karol Beck,Florent Serra,87,64,2010-05-03,28,29
0,127.0,Belgrade,Clay,Leonardo Mayer,Andreas Seppi,63,47,2010-05-03,22,26
0,55.0,Belgrade,Clay,Olivier Rochus,Richard Gasquet,59,86,2010-05-03,29,23
0,70.0,Belgrade,Clay,Flavio Cipolla,Josselin Ouanna,212,129,2010-05-03,26,24
1,91.0,Belgrade,Clay,Novak Djokovic,Fabio Fognini,2,80,2010-05-03,22,22
1,147.0,Belgrade,Clay,Filip Krajinovic,Horacio Zeballos,319,52,2010-05-03,18,25
1,71.0,Belgrade,Clay,Sam Querrey,Evgeny Korolev,22,73,2010-05-03,22,22
0,87.0,Belgrade,Clay,Ivo Karlovic,Igor Andreev,33,50,2010-05-03,31,26
1,41.0,Belgrade,Clay,Viktor Troicki,Florent Serra,39,64,2010-05-03,24,29
1,77.0,Belgrade,Clay,Stan Wawrinka,Alessio Di Mauro,23,257,2010-05-03,25,32
1,143.0,Belgrade,Clay,Richard Gasquet,Andreas Seppi,86,47,2010-05-03,23,26
0,52.0,Belgrade,Clay,Josselin Ouanna,John Isner,129,21,2010-05-03,24,25
1,101.0,Belgrade,Clay,Sam Querrey,Igor Andreev,22,50,2010-05-03,22,26
0,205.0,Belgrade,Clay,Viktor Troicki,Stan Wawrinka,39,23,2010-05-03,24,25
1,160.0,Belgrade,Clay,John Isner,Richard Gasquet,21,86,2010-05-03,25,23
1,51.0,Belgrade,Clay,Sam Querrey,Filip Krajinovic,22,319,2010-05-03,22,18
1,88.0,Belgrade,Clay,John Isner,Stan Wawrinka,21,23,2010-05-03,25,25
0,116.0,Belgrade,Clay,John Isner,Sam Querrey,21,22,2010-05-03,25,22
1,146.0,Estoril,Clay,Bjorn Phau,Marc Lopez,138,951,2010-05-03,30,27
0,173.0,Estoril,Clay,Igor Kunitsyn,Arnaud Clement,104,83,2010-05-03,28,32
1,113.0,Estoril,Clay,Alejandro Falla,Juan Ignacio Chela,70,54,2010-05-03,26,30
1,70.0,Estoril,Clay,Marcel Granollers,Oscar Hernandez,89,100,2010-05-03,24,32
1,114.0,Estoril,Clay,Pablo Cuevas,Pablo Andujar,57,149,2010-05-03,24,24
1,106.0,Estoril,Clay,Guillermo Garcia Lopez,Xavier Malisse,40,84,2010-05-03,26,29
1,85.0,Estoril,Clay,Leonardo Tavares,Ricardo Mello,246,94,2010-05-03,26,29
1,81.0,Estoril,Clay,Alberto Martin,Federico Delbonis,136,152,2010-05-03,31,19
0,138.0,Estoril,Clay,Florian Mayer,Frederico Gil,49,133,2010-05-03,26,25
1,91.0,Estoril,Clay,Rui Machado,Nicolas Massu,114,92,2010-05-03,26,30
1,83.0,Estoril,Clay,Roger Federer,Bjorn Phau,1,138,2010-05-03,28,30
1,91.0,Estoril,Clay,Arnaud Clement,Alejandro Falla,83,70,2010-05-03,32,26
1,56.0,Estoril,Clay,Albert Montanes,Daniel Gimeno Traver,34,99,2010-05-03,29,24
1,133.0,Estoril,Clay,Pablo Cuevas,Marcel Granollers,57,89,2010-05-03,24,24
1,82.0,Estoril,Clay,Guillermo Garcia Lopez,Leonardo Tavares,40,246,2010-05-03,26,26
0,67.0,Estoril,Clay,David Marrero,Alberto Martin,262,136,2010-05-03,30,31
0,92.0,Estoril,Clay,Santiago Giraldo,Frederico Gil,61,133,2010-05-03,22,25
0,92.0,Estoril,Clay,Michal Przysiezny,Rui Machado,97,114,2010-05-03,26,26
1,97.0,Estoril,Clay,Roger Federer,Arnaud Clement,1,83,2010-05-03,28,32
1,90.0,Estoril,Clay,Albert Montanes,Pablo Cuevas,34,57,2010-05-03,29,24
1,140.0,Estoril,Clay,Frederico Gil,Rui Machado,133,114,2010-05-03,25,26
0,82.0,Estoril,Clay,Roger Federer,Albert Montanes,1,34,2010-05-03,28,29
1,149.0,Estoril,Clay,Frederico Gil,Guillermo Garcia Lopez,133,40,2010-05-03,25,26
0,153.0,Estoril,Clay,Frederico Gil,Albert Montanes,133,34,2010-05-03,25,29
1,,Davis Cup G1 R2: AUS vs JPN,Clay,Lleyton Hewitt,Tatsuma Ito,29,272,2010-05-07,29,21
0,,Davis Cup G1 R2: AUS vs JPN,Clay,Yuichi Sugita,Carsten Ball,193,115,2010-05-07,21,22
0,,Davis Cup G1 R2: AUS vs JPN,Clay,Yuichi Sugita,Lleyton Hewitt,193,29,2010-05-07,21,29
1,,Davis Cup G1 R2: AUS vs JPN,Clay,Carsten Ball,Tatsuma Ito,115,272,2010-05-07,22,21
1,,Davis Cup G1 R2: BRA vs URU,Clay,Marcos Daniel,Marcel Felder,91,267,2010-05-07,31,25
1,,Davis Cup G1 R2: BRA vs URU,Clay,Thomaz Bellucci,Martin Cuevas,26,853,2010-05-07,22,18
0,,Davis Cup G1 R2: BRA vs URU,Clay,Marcel Felder,Thomaz Bellucci,267,26,2010-05-07,25,22
0,,Davis Cup G1 R2: CHN vs KAZ,Hard,Di Wu,Andrey Golubev,509,76,2010-05-07,18,22
0,,Davis Cup G1 R2: CHN vs KAZ,Hard,Ze Zhang,Mikhail Kukushkin,428,128,2010-05-07,19,22
1,,Davis Cup G1 R2: CHN vs KAZ,Hard,Andrey Golubev,Ze Zhang,76,428,2010-05-07,22,19
0,,Davis Cup G1 R2: CHN vs KAZ,Hard,Di Wu,Mikhail Kukushkin,509,128,2010-05-07,18,22
1,,Davis Cup G1 R2: NED vs ITA,Hard,Simone Bolelli,Thiemo De Bakker,113,48,2010-05-07,24,21
0,,Davis Cup G1 R2: NED vs ITA,Hard,Robin Haase,Potito Starace,202,60,2010-05-07,23,28
0,,Davis Cup G1 R2: NED vs ITA,Hard,Igor Sijsling,Paolo Lorenzi,154,95,2010-05-07,22,28
0,,Davis Cup G1 R2: NED vs ITA,Hard,Daniele Bracciali,Robin Haase,323,202,2010-05-07,32,23
0,,Davis Cup G1 R2: ROU vs UKR,Clay,Illya Marchenko,Victor Hanescu,79,38,2010-05-07,22,28
0,,Davis Cup G1 R2: ROU vs UKR,Clay,Adrian Ungur,Sergiy Stakhovsky,167,67,2010-05-07,25,24
1,,Davis Cup G1 R2: ROU vs UKR,Clay,Victor Hanescu,Sergiy Stakhovsky,38,67,2010-05-07,28,24
0,,Davis Cup G1 R2: RSA vs FIN,Hard,Harri Heliovaara,Izak Van Der Merwe,495,217,2010-05-07,20,26
1,,Davis Cup G1 R2: RSA vs FIN,Hard,Rik De Voest,Jarkko Nieminen,291,69,2010-05-07,29,28
1,,Davis Cup G1 R2: RSA vs FIN,Hard,Raven Klaasen,Timo Nieminen,411,349,2010-05-07,27,28
0,63.0,Madrid Masters,Clay,Carlos Moya,Benjamin Becker,514,46,2010-05-09,33,28
0,162.0,Madrid Masters,Clay,Julien Benneteau,Leonardo Mayer,37,61,2010-05-09,28,22
1,92.0,Madrid Masters,Clay,Stan Wawrinka,Marcel Granollers,23,87,2010-05-09,25,24
1,97.0,Madrid Masters,Clay,Mikhail Youzhny,Lukas Lacko,13,72,2010-05-09,27,22
1,97.0,Madrid Masters,Clay,Ernests Gulbis,Albert Montanes,34,33,2010-05-09,21,29
1,72.0,Madrid Masters,Clay,Feliciano Lopez,Lukasz Kubot,32,53,2010-05-09,28,27
1,132.0,Madrid Masters,Clay,Daniel Munoz de la Nava,Sam Querrey,315,22,2010-05-09,28,22
1,111.0,Madrid Masters,Clay,David Ferrer,Jeremy Chardy,12,44,2010-05-09,28,23
1,85.0,Madrid Masters,Clay,Marcos Baghdatis,Marco Chiudinelli,28,66,2010-05-09,24,28
1,78.0,Madrid Masters,Clay,Eduardo Schwank,Paul Henri Mathieu,52,56,2010-05-09,24,28
0,95.0,Madrid Masters,Clay,Evgeny Korolev,Ivo Karlovic,73,36,2010-05-09,22,31
0,116.0,Madrid Masters,Clay,Kevin Anderson,Jurgen Melzer,97,30,2010-05-09,23,28
1,105.0,Madrid Masters,Clay,Mardy Fish,Michael Russell,98,85,2010-05-09,28,32
1,88.0,Madrid Masters,Clay,Thomaz Bellucci,Pere Riba,26,93,2010-05-09,22,22
1,59.0,Madrid Masters,Clay,Juan Monaco,Simon Greul,27,60,2010-05-09,26,29
0,99.0,Madrid Masters,Clay,Viktor Troicki,Nicolas Almagro,40,35,2010-05-09,24,24
0,71.0,Madrid Masters,Clay,Daniel Gimeno Traver,Guillermo Garcia Lopez,96,39,2010-05-09,24,26
1,121.0,Madrid Masters,Clay,Philipp Petzschner,Fabio Fognini,42,78,2010-05-09,26,22
1,84.0,Madrid Masters,Clay,Gael Monfils,Stephane Robert,18,64,2010-05-09,23,29
0,102.0,Madrid Masters,Clay,Christophe Rochus,John Isner,140,19,2010-05-09,31,25
1,99.0,Madrid Masters,Clay,Santiago Giraldo,Philipp Kohlschreiber,59,29,2010-05-09,22,26
0,66.0,Madrid Masters,Clay,Andreas Seppi,Alexandr Dolgopolov,55,62,2010-05-09,26,21
0,82.0,Madrid Masters,Clay,Benjamin Becker,Roger Federer,46,1,2010-05-09,28,28
0,104.0,Madrid Masters,Clay,Mikhail Youzhny,Ernests Gulbis,13,34,2010-05-09,27,21
1,64.0,Madrid Masters,Clay,Feliciano Lopez,Oscar Hernandez,32,103,2010-05-09,28,32
1,73.0,Madrid Masters,Clay,Andy Murray,Juan Ignacio Chela,4,51,2010-05-09,22,30
0,102.0,Madrid Masters,Clay,Daniel Munoz de la Nava,Victor Hanescu,315,38,2010-05-09,28,28
0,158.0,Madrid Masters,Clay,Marcos Baghdatis,David Ferrer,28,12,2010-05-09,24,28
0,66.0,Madrid Masters,Clay,Eduardo Schwank,Marin Cilic,52,11,2010-05-09,24,21
1,99.0,Madrid Masters,Clay,Fernando Verdasco,Ivo Karlovic,9,36,2010-05-09,26,31
0,99.0,Madrid Masters,Clay,Mardy Fish,Jurgen Melzer,98,30,2010-05-09,28,28
0,71.0,Madrid Masters,Clay,Thomaz Bellucci,Juan Monaco,26,27,2010-05-09,22,26
0,102.0,Madrid Masters,Clay,Robin Soderling,Nicolas Almagro,7,35,2010-05-09,25,24
0,115.0,Madrid Masters,Clay,Santiago Giraldo,John Isner,59,19,2010-05-09,22,25
0,87.0,Madrid Masters,Clay,Alexandr Dolgopolov,Rafael Nadal,62,3,2010-05-09,21,23
1,69.0,Madrid Masters,Clay,Roger Federer,Stan Wawrinka,1,23,2010-05-09,28,25
0,94.0,Madrid Masters,Clay,Feliciano Lopez,Ernests Gulbis,32,34,2010-05-09,28,21
0,70.0,Madrid Masters,Clay,Victor Hanescu,Andy Murray,38,4,2010-05-09,28,22
0,71.0,Madrid Masters,Clay,Marin Cilic,David Ferrer,11,12,2010-05-09,21,28
0,116.0,Madrid Masters,Clay,Fernando Verdasco,Jurgen Melzer,9,30,2010-05-09,26,28
0,68.0,Madrid Masters,Clay,Juan Monaco,Nicolas Almagro,27,35,2010-05-09,26,24
0,130.0,Madrid Masters,Clay,Guillermo Garcia Lopez,Gael Monfils,39,18,2010-05-09,26,23
0,87.0,Madrid Masters,Clay,John Isner,Rafael Nadal,19,3,2010-05-09,25,23
0,113.0,Madrid Masters,Clay,Ernests Gulbis,Roger Federer,34,1,2010-05-09,21,28
0,131.0,Madrid Masters,Clay,Andy Murray,David Ferrer,4,12,2010-05-09,22,28
1,58.0,Madrid Masters,Clay,Nicolas Almagro,Jurgen Melzer,35,30,2010-05-09,24,28
1,78.0,Madrid Masters,Clay,Rafael Nadal,Gael Monfils,3,18,2010-05-09,23,23
1,126.0,Madrid Masters,Clay,Roger Federer,David Ferrer,1,12,2010-05-09,28,28
1,136.0,Madrid Masters,Clay,Rafael Nadal,Nicolas Almagro,3,35,2010-05-09,23,24
0,131.0,Madrid Masters,Clay,Roger Federer,Rafael Nadal,1,3,2010-05-09,28,23
1,66.0,Dusseldorf,Clay,Lleyton Hewitt,John Isner,33,19,2010-05-16,29,25
0,136.0,Dusseldorf,Clay,John Isner,Tomas Berdych,19,17,2010-05-16,25,24
1,62.0,Dusseldorf,Clay,Nicolas Almagro,Lleyton Hewitt,22,33,2010-05-16,24,29
0,126.0,Dusseldorf,Clay,Peter Luczak,Sam Querrey,71,21,2010-05-16,30,22
0,69.0,Dusseldorf,Clay,Daniel Gimeno Traver,Sam Querrey,86,21,2010-05-16,24,22
0,83.0,Dusseldorf,Clay,Jan Hajek,Sam Querrey,85,21,2010-05-16,26,22
1,95.0,Dusseldorf,Clay,Juan Monaco,Sam Querrey,30,21,2010-05-16,26,22
0,62.0,Dusseldorf,Clay,Peter Luczak,Jan Hajek,71,85,2010-05-16,30,26
1,74.0,Dusseldorf,Clay,Daniel Gimeno Traver,Peter Luczak,86,71,2010-05-16,24,30
0,68.0,Dusseldorf,Clay,Daniel Gimeno Traver,Jan Hajek,86,85,2010-05-16,24,26
1,130.0,Dusseldorf,Clay,Horacio Zeballos,Filip Krajinovic,49,209,2010-05-16,25,18
1,88.0,Dusseldorf,Clay,Philipp Kohlschreiber,Horacio Zeballos,35,49,2010-05-16,26,25
0,140.0,Dusseldorf,Clay,Robby Ginepri,Horacio Zeballos,98,49,2010-05-16,27,25
1,87.0,Dusseldorf,Clay,Andreas Beck,Filip Krajinovic,80,209,2010-05-16,24,18
